planTime,arrivalTime,plannedCost,success,nodes,attempts,executedCost,collision
-1,24,-1,False,1,1002,0,False
-1,13,-1,False,1,1002,0,False
-1,252,-1,False,1,1002,0,False
-1,122,-1,False,1,1002,0,False
