planTime,arrivalTime,plannedCost,success,nodes,attempts,executedCost,collision
-1,20,-1,False,1,1002,0,False
-1,13,-1,False,1,1002,0,False
-1,389,-1,False,1,1002,0,False
-1,65,-1,False,1,1002,0,False
